M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
403,4000,8192,False,torch.float16,torch.float16,False,False
404,4000,8192,False,torch.float16,torch.float16,False,False
405,4000,8192,False,torch.float16,torch.float16,False,False
406,4000,8192,False,torch.float16,torch.float16,False,False
407,4000,8192,False,torch.float16,torch.float16,False,False
408,4000,8192,False,torch.float16,torch.float16,False,False
409,4000,8192,False,torch.float16,torch.float16,False,False
410,4000,8192,False,torch.float16,torch.float16,False,False
411,4000,8192,False,torch.float16,torch.float16,False,False
412,4000,8192,False,torch.float16,torch.float16,False,False
413,4000,8192,False,torch.float16,torch.float16,False,False
414,4000,8192,False,torch.float16,torch.float16,False,False
415,4000,8192,False,torch.float16,torch.float16,False,False
416,4000,8192,False,torch.float16,torch.float16,False,False
417,4000,8192,False,torch.float16,torch.float16,False,False
418,4000,8192,False,torch.float16,torch.float16,False,False
419,4000,8192,False,torch.float16,torch.float16,False,False
420,4000,8192,False,torch.float16,torch.float16,False,False
422,4000,8192,False,torch.float16,torch.float16,False,False
423,4000,8192,False,torch.float16,torch.float16,False,False
424,4000,8192,False,torch.float16,torch.float16,False,False
425,4000,8192,False,torch.float16,torch.float16,False,False
426,4000,8192,False,torch.float16,torch.float16,False,False
427,4000,8192,False,torch.float16,torch.float16,False,False
428,4000,8192,False,torch.float16,torch.float16,False,False
429,4000,8192,False,torch.float16,torch.float16,False,False
430,4000,8192,False,torch.float16,torch.float16,False,False
431,4000,8192,False,torch.float16,torch.float16,False,False
432,4000,8192,False,torch.float16,torch.float16,False,False
433,4000,8192,False,torch.float16,torch.float16,False,False
434,4000,8192,False,torch.float16,torch.float16,False,False
435,4000,8192,False,torch.float16,torch.float16,False,False
436,4000,8192,False,torch.float16,torch.float16,False,False
437,4000,8192,False,torch.float16,torch.float16,False,False
438,4000,8192,False,torch.float16,torch.float16,False,False
440,4000,8192,False,torch.float16,torch.float16,False,False
441,4000,8192,False,torch.float16,torch.float16,False,False
442,4000,8192,False,torch.float16,torch.float16,False,False
443,4000,8192,False,torch.float16,torch.float16,False,False
444,4000,8192,False,torch.float16,torch.float16,False,False
445,4000,8192,False,torch.float16,torch.float16,False,False
446,4000,8192,False,torch.float16,torch.float16,False,False
447,4000,8192,False,torch.float16,torch.float16,False,False
449,4000,8192,False,torch.float16,torch.float16,False,False
450,4000,8192,False,torch.float16,torch.float16,False,False
451,4000,8192,False,torch.float16,torch.float16,False,False
452,4000,8192,False,torch.float16,torch.float16,False,False
454,4000,8192,False,torch.float16,torch.float16,False,False
455,4000,8192,False,torch.float16,torch.float16,False,False
456,4000,8192,False,torch.float16,torch.float16,False,False
457,4000,8192,False,torch.float16,torch.float16,False,False
458,4000,8192,False,torch.float16,torch.float16,False,False
459,4000,8192,False,torch.float16,torch.float16,False,False
460,4000,8192,False,torch.float16,torch.float16,False,False
461,4000,8192,False,torch.float16,torch.float16,False,False
463,4000,8192,False,torch.float16,torch.float16,False,False
464,4000,8192,False,torch.float16,torch.float16,False,False
465,4000,8192,False,torch.float16,torch.float16,False,False
466,4000,8192,False,torch.float16,torch.float16,False,False
467,4000,8192,False,torch.float16,torch.float16,False,False
468,4000,8192,False,torch.float16,torch.float16,False,False
469,4000,8192,False,torch.float16,torch.float16,False,False
470,4000,8192,False,torch.float16,torch.float16,False,False
471,4000,8192,False,torch.float16,torch.float16,False,False
472,4000,8192,False,torch.float16,torch.float16,False,False
473,4000,8192,False,torch.float16,torch.float16,False,False
475,4000,8192,False,torch.float16,torch.float16,False,False
476,4000,8192,False,torch.float16,torch.float16,False,False
477,4000,8192,False,torch.float16,torch.float16,False,False
478,4000,8192,False,torch.float16,torch.float16,False,False
479,4000,8192,False,torch.float16,torch.float16,False,False
480,4000,8192,False,torch.float16,torch.float16,False,False
481,4000,8192,False,torch.float16,torch.float16,False,False
482,4000,8192,False,torch.float16,torch.float16,False,False
483,4000,8192,False,torch.float16,torch.float16,False,False
484,4000,8192,False,torch.float16,torch.float16,False,False
485,4000,8192,False,torch.float16,torch.float16,False,False
486,4000,8192,False,torch.float16,torch.float16,False,False
487,4000,8192,False,torch.float16,torch.float16,False,False
488,4000,8192,False,torch.float16,torch.float16,False,False
489,4000,8192,False,torch.float16,torch.float16,False,False
490,4000,8192,False,torch.float16,torch.float16,False,False
491,4000,8192,False,torch.float16,torch.float16,False,False
492,4000,8192,False,torch.float16,torch.float16,False,False
493,4000,8192,False,torch.float16,torch.float16,False,False
494,4000,8192,False,torch.float16,torch.float16,False,False
495,4000,8192,False,torch.float16,torch.float16,False,False
496,4000,8192,False,torch.float16,torch.float16,False,False
497,4000,8192,False,torch.float16,torch.float16,False,False
498,4000,8192,False,torch.float16,torch.float16,False,False
499,4000,8192,False,torch.float16,torch.float16,False,False
500,4000,8192,False,torch.float16,torch.float16,False,False
501,4000,8192,False,torch.float16,torch.float16,False,False
502,4000,8192,False,torch.float16,torch.float16,False,False
504,4000,8192,False,torch.float16,torch.float16,False,False
505,4000,8192,False,torch.float16,torch.float16,False,False
507,4000,8192,False,torch.float16,torch.float16,False,False
508,4000,8192,False,torch.float16,torch.float16,False,False
509,4000,8192,False,torch.float16,torch.float16,False,False
510,4000,8192,False,torch.float16,torch.float16,False,False
511,4000,8192,False,torch.float16,torch.float16,False,False
512,4000,8192,False,torch.float16,torch.float16,False,False
513,4000,8192,False,torch.float16,torch.float16,False,False
514,4000,8192,False,torch.float16,torch.float16,False,False
515,4000,8192,False,torch.float16,torch.float16,False,False
516,4000,8192,False,torch.float16,torch.float16,False,False
517,4000,8192,False,torch.float16,torch.float16,False,False
518,4000,8192,False,torch.float16,torch.float16,False,False
519,4000,8192,False,torch.float16,torch.float16,False,False
521,4000,8192,False,torch.float16,torch.float16,False,False
522,4000,8192,False,torch.float16,torch.float16,False,False
523,4000,8192,False,torch.float16,torch.float16,False,False
524,4000,8192,False,torch.float16,torch.float16,False,False
525,4000,8192,False,torch.float16,torch.float16,False,False
526,4000,8192,False,torch.float16,torch.float16,False,False
527,4000,8192,False,torch.float16,torch.float16,False,False
528,4000,8192,False,torch.float16,torch.float16,False,False
529,4000,8192,False,torch.float16,torch.float16,False,False
530,4000,8192,False,torch.float16,torch.float16,False,False
531,4000,8192,False,torch.float16,torch.float16,False,False
532,4000,8192,False,torch.float16,torch.float16,False,False
533,4000,8192,False,torch.float16,torch.float16,False,False
534,4000,8192,False,torch.float16,torch.float16,False,False
535,4000,8192,False,torch.float16,torch.float16,False,False
536,4000,8192,False,torch.float16,torch.float16,False,False
537,4000,8192,False,torch.float16,torch.float16,False,False
538,4000,8192,False,torch.float16,torch.float16,False,False
539,4000,8192,False,torch.float16,torch.float16,False,False
540,4000,8192,False,torch.float16,torch.float16,False,False
542,4000,8192,False,torch.float16,torch.float16,False,False
543,4000,8192,False,torch.float16,torch.float16,False,False
545,4000,8192,False,torch.float16,torch.float16,False,False
546,4000,8192,False,torch.float16,torch.float16,False,False
547,4000,8192,False,torch.float16,torch.float16,False,False
549,4000,8192,False,torch.float16,torch.float16,False,False
550,4000,8192,False,torch.float16,torch.float16,False,False
551,4000,8192,False,torch.float16,torch.float16,False,False
552,4000,8192,False,torch.float16,torch.float16,False,False
554,4000,8192,False,torch.float16,torch.float16,False,False
555,4000,8192,False,torch.float16,torch.float16,False,False
556,4000,8192,False,torch.float16,torch.float16,False,False
557,4000,8192,False,torch.float16,torch.float16,False,False
558,4000,8192,False,torch.float16,torch.float16,False,False
559,4000,8192,False,torch.float16,torch.float16,False,False
560,4000,8192,False,torch.float16,torch.float16,False,False
562,4000,8192,False,torch.float16,torch.float16,False,False
565,4000,8192,False,torch.float16,torch.float16,False,False
567,4000,8192,False,torch.float16,torch.float16,False,False
568,4000,8192,False,torch.float16,torch.float16,False,False
571,4000,8192,False,torch.float16,torch.float16,False,False
572,4000,8192,False,torch.float16,torch.float16,False,False
573,4000,8192,False,torch.float16,torch.float16,False,False
574,4000,8192,False,torch.float16,torch.float16,False,False
575,4000,8192,False,torch.float16,torch.float16,False,False
577,4000,8192,False,torch.float16,torch.float16,False,False
578,4000,8192,False,torch.float16,torch.float16,False,False
580,4000,8192,False,torch.float16,torch.float16,False,False
581,4000,8192,False,torch.float16,torch.float16,False,False
582,4000,8192,False,torch.float16,torch.float16,False,False
583,4000,8192,False,torch.float16,torch.float16,False,False
584,4000,8192,False,torch.float16,torch.float16,False,False
585,4000,8192,False,torch.float16,torch.float16,False,False
586,4000,8192,False,torch.float16,torch.float16,False,False
588,4000,8192,False,torch.float16,torch.float16,False,False
591,4000,8192,False,torch.float16,torch.float16,False,False
595,4000,8192,False,torch.float16,torch.float16,False,False
597,4000,8192,False,torch.float16,torch.float16,False,False
599,4000,8192,False,torch.float16,torch.float16,False,False
600,4000,8192,False,torch.float16,torch.float16,False,False
604,4000,8192,False,torch.float16,torch.float16,False,False
605,4000,8192,False,torch.float16,torch.float16,False,False
607,4000,8192,False,torch.float16,torch.float16,False,False
608,4000,8192,False,torch.float16,torch.float16,False,False
609,4000,8192,False,torch.float16,torch.float16,False,False
611,4000,8192,False,torch.float16,torch.float16,False,False
612,4000,8192,False,torch.float16,torch.float16,False,False
613,4000,8192,False,torch.float16,torch.float16,False,False
614,4000,8192,False,torch.float16,torch.float16,False,False
617,4000,8192,False,torch.float16,torch.float16,False,False
620,4000,8192,False,torch.float16,torch.float16,False,False
622,4000,8192,False,torch.float16,torch.float16,False,False
623,4000,8192,False,torch.float16,torch.float16,False,False
625,4000,8192,False,torch.float16,torch.float16,False,False
627,4000,8192,False,torch.float16,torch.float16,False,False
629,4000,8192,False,torch.float16,torch.float16,False,False
631,4000,8192,False,torch.float16,torch.float16,False,False
632,4000,8192,False,torch.float16,torch.float16,False,False
637,4000,8192,False,torch.float16,torch.float16,False,False
641,4000,8192,False,torch.float16,torch.float16,False,False
642,4000,8192,False,torch.float16,torch.float16,False,False
644,4000,8192,False,torch.float16,torch.float16,False,False
648,4000,8192,False,torch.float16,torch.float16,False,False
651,4000,8192,False,torch.float16,torch.float16,False,False
653,4000,8192,False,torch.float16,torch.float16,False,False
655,4000,8192,False,torch.float16,torch.float16,False,False
662,4000,8192,False,torch.float16,torch.float16,False,False
663,4000,8192,False,torch.float16,torch.float16,False,False
664,4000,8192,False,torch.float16,torch.float16,False,False
669,4000,8192,False,torch.float16,torch.float16,False,False
675,4000,8192,False,torch.float16,torch.float16,False,False
677,4000,8192,False,torch.float16,torch.float16,False,False
683,4000,8192,False,torch.float16,torch.float16,False,False
686,4000,8192,False,torch.float16,torch.float16,False,False
689,4000,8192,False,torch.float16,torch.float16,False,False
690,4000,8192,False,torch.float16,torch.float16,False,False
691,4000,8192,False,torch.float16,torch.float16,False,False
696,4000,8192,False,torch.float16,torch.float16,False,False
699,4000,8192,False,torch.float16,torch.float16,False,False
702,4000,8192,False,torch.float16,torch.float16,False,False
708,4000,8192,False,torch.float16,torch.float16,False,False
711,4000,8192,False,torch.float16,torch.float16,False,False
718,4000,8192,False,torch.float16,torch.float16,False,False
732,4000,8192,False,torch.float16,torch.float16,False,False
741,4000,8192,False,torch.float16,torch.float16,False,False
750,4000,8192,False,torch.float16,torch.float16,False,False
513,7168,8192,False,torch.float16,torch.float16,False,False
514,7168,8192,False,torch.float16,torch.float16,False,False
515,7168,8192,False,torch.float16,torch.float16,False,False
516,7168,8192,False,torch.float16,torch.float16,False,False
517,7168,8192,False,torch.float16,torch.float16,False,False
518,7168,8192,False,torch.float16,torch.float16,False,False
519,7168,8192,False,torch.float16,torch.float16,False,False
521,7168,8192,False,torch.float16,torch.float16,False,False
522,7168,8192,False,torch.float16,torch.float16,False,False
523,7168,8192,False,torch.float16,torch.float16,False,False
524,7168,8192,False,torch.float16,torch.float16,False,False
525,7168,8192,False,torch.float16,torch.float16,False,False
526,7168,8192,False,torch.float16,torch.float16,False,False
527,7168,8192,False,torch.float16,torch.float16,False,False
528,7168,8192,False,torch.float16,torch.float16,False,False
529,7168,8192,False,torch.float16,torch.float16,False,False
530,7168,8192,False,torch.float16,torch.float16,False,False
531,7168,8192,False,torch.float16,torch.float16,False,False
532,7168,8192,False,torch.float16,torch.float16,False,False
533,7168,8192,False,torch.float16,torch.float16,False,False
534,7168,8192,False,torch.float16,torch.float16,False,False
535,7168,8192,False,torch.float16,torch.float16,False,False
536,7168,8192,False,torch.float16,torch.float16,False,False
537,7168,8192,False,torch.float16,torch.float16,False,False
538,7168,8192,False,torch.float16,torch.float16,False,False
539,7168,8192,False,torch.float16,torch.float16,False,False
541,7168,8192,False,torch.float16,torch.float16,False,False
542,7168,8192,False,torch.float16,torch.float16,False,False
543,7168,8192,False,torch.float16,torch.float16,False,False
545,7168,8192,False,torch.float16,torch.float16,False,False
546,7168,8192,False,torch.float16,torch.float16,False,False
547,7168,8192,False,torch.float16,torch.float16,False,False
548,7168,8192,False,torch.float16,torch.float16,False,False
549,7168,8192,False,torch.float16,torch.float16,False,False
550,7168,8192,False,torch.float16,torch.float16,False,False
551,7168,8192,False,torch.float16,torch.float16,False,False
552,7168,8192,False,torch.float16,torch.float16,False,False
555,7168,8192,False,torch.float16,torch.float16,False,False
556,7168,8192,False,torch.float16,torch.float16,False,False
557,7168,8192,False,torch.float16,torch.float16,False,False
558,7168,8192,False,torch.float16,torch.float16,False,False
559,7168,8192,False,torch.float16,torch.float16,False,False
560,7168,8192,False,torch.float16,torch.float16,False,False
562,7168,8192,False,torch.float16,torch.float16,False,False
563,7168,8192,False,torch.float16,torch.float16,False,False
565,7168,8192,False,torch.float16,torch.float16,False,False
567,7168,8192,False,torch.float16,torch.float16,False,False
568,7168,8192,False,torch.float16,torch.float16,False,False
569,7168,8192,False,torch.float16,torch.float16,False,False
571,7168,8192,False,torch.float16,torch.float16,False,False
572,7168,8192,False,torch.float16,torch.float16,False,False
573,7168,8192,False,torch.float16,torch.float16,False,False
574,7168,8192,False,torch.float16,torch.float16,False,False
575,7168,8192,False,torch.float16,torch.float16,False,False
577,7168,8192,False,torch.float16,torch.float16,False,False
578,7168,8192,False,torch.float16,torch.float16,False,False
579,7168,8192,False,torch.float16,torch.float16,False,False
580,7168,8192,False,torch.float16,torch.float16,False,False
581,7168,8192,False,torch.float16,torch.float16,False,False
582,7168,8192,False,torch.float16,torch.float16,False,False
583,7168,8192,False,torch.float16,torch.float16,False,False
584,7168,8192,False,torch.float16,torch.float16,False,False
587,7168,8192,False,torch.float16,torch.float16,False,False
588,7168,8192,False,torch.float16,torch.float16,False,False
591,7168,8192,False,torch.float16,torch.float16,False,False
595,7168,8192,False,torch.float16,torch.float16,False,False
597,7168,8192,False,torch.float16,torch.float16,False,False
598,7168,8192,False,torch.float16,torch.float16,False,False
599,7168,8192,False,torch.float16,torch.float16,False,False
600,7168,8192,False,torch.float16,torch.float16,False,False
602,7168,8192,False,torch.float16,torch.float16,False,False
603,7168,8192,False,torch.float16,torch.float16,False,False
604,7168,8192,False,torch.float16,torch.float16,False,False
605,7168,8192,False,torch.float16,torch.float16,False,False
607,7168,8192,False,torch.float16,torch.float16,False,False
608,7168,8192,False,torch.float16,torch.float16,False,False
609,7168,8192,False,torch.float16,torch.float16,False,False
610,7168,8192,False,torch.float16,torch.float16,False,False
611,7168,8192,False,torch.float16,torch.float16,False,False
612,7168,8192,False,torch.float16,torch.float16,False,False
613,7168,8192,False,torch.float16,torch.float16,False,False
614,7168,8192,False,torch.float16,torch.float16,False,False
616,7168,8192,False,torch.float16,torch.float16,False,False
617,7168,8192,False,torch.float16,torch.float16,False,False
619,7168,8192,False,torch.float16,torch.float16,False,False
620,7168,8192,False,torch.float16,torch.float16,False,False
622,7168,8192,False,torch.float16,torch.float16,False,False
623,7168,8192,False,torch.float16,torch.float16,False,False
625,7168,8192,False,torch.float16,torch.float16,False,False
627,7168,8192,False,torch.float16,torch.float16,False,False
629,7168,8192,False,torch.float16,torch.float16,False,False
631,7168,8192,False,torch.float16,torch.float16,False,False
632,7168,8192,False,torch.float16,torch.float16,False,False
637,7168,8192,False,torch.float16,torch.float16,False,False
641,7168,8192,False,torch.float16,torch.float16,False,False
642,7168,8192,False,torch.float16,torch.float16,False,False
644,7168,8192,False,torch.float16,torch.float16,False,False
647,7168,8192,False,torch.float16,torch.float16,False,False
653,7168,8192,False,torch.float16,torch.float16,False,False
655,7168,8192,False,torch.float16,torch.float16,False,False
658,7168,8192,False,torch.float16,torch.float16,False,False
662,7168,8192,False,torch.float16,torch.float16,False,False
669,7168,8192,False,torch.float16,torch.float16,False,False
675,7168,8192,False,torch.float16,torch.float16,False,False
683,7168,8192,False,torch.float16,torch.float16,False,False
685,7168,8192,False,torch.float16,torch.float16,False,False
686,7168,8192,False,torch.float16,torch.float16,False,False
688,7168,8192,False,torch.float16,torch.float16,False,False
690,7168,8192,False,torch.float16,torch.float16,False,False
691,7168,8192,False,torch.float16,torch.float16,False,False
699,7168,8192,False,torch.float16,torch.float16,False,False
702,7168,8192,False,torch.float16,torch.float16,False,False
708,7168,8192,False,torch.float16,torch.float16,False,False
716,7168,8192,False,torch.float16,torch.float16,False,False
717,7168,8192,False,torch.float16,torch.float16,False,False
718,7168,8192,False,torch.float16,torch.float16,False,False
727,7168,8192,False,torch.float16,torch.float16,False,False
732,7168,8192,False,torch.float16,torch.float16,False,False
735,7168,8192,False,torch.float16,torch.float16,False,False
741,7168,8192,False,torch.float16,torch.float16,False,False
754,7168,8192,False,torch.float16,torch.float16,False,False
771,7168,8192,False,torch.float16,torch.float16,False,False
786,7168,8192,False,torch.float16,torch.float16,False,False
792,7168,8192,False,torch.float16,torch.float16,False,False
793,7168,8192,False,torch.float16,torch.float16,False,False
820,7168,8192,False,torch.float16,torch.float16,False,False
842,7168,8192,False,torch.float16,torch.float16,False,False
852,7168,8192,False,torch.float16,torch.float16,False,False
877,7168,8192,False,torch.float16,torch.float16,False,False
887,7168,8192,False,torch.float16,torch.float16,False,False
962,7168,8192,False,torch.float16,torch.float16,False,False
1002,7168,8192,False,torch.float16,torch.float16,False,False
1021,7168,8192,False,torch.float16,torch.float16,False,False
1035,7168,8192,False,torch.float16,torch.float16,False,False
1059,7168,8192,False,torch.float16,torch.float16,False,False
1110,7168,8192,False,torch.float16,torch.float16,False,False
513,8192,1024,False,torch.float16,torch.float16,False,False
514,8192,1024,False,torch.float16,torch.float16,False,False
515,8192,1024,False,torch.float16,torch.float16,False,False
516,8192,1024,False,torch.float16,torch.float16,False,False
517,8192,1024,False,torch.float16,torch.float16,False,False
518,8192,1024,False,torch.float16,torch.float16,False,False
519,8192,1024,False,torch.float16,torch.float16,False,False
521,8192,1024,False,torch.float16,torch.float16,False,False
522,8192,1024,False,torch.float16,torch.float16,False,False
523,8192,1024,False,torch.float16,torch.float16,False,False
524,8192,1024,False,torch.float16,torch.float16,False,False
525,8192,1024,False,torch.float16,torch.float16,False,False
526,8192,1024,False,torch.float16,torch.float16,False,False
527,8192,1024,False,torch.float16,torch.float16,False,False
528,8192,1024,False,torch.float16,torch.float16,False,False
529,8192,1024,False,torch.float16,torch.float16,False,False
530,8192,1024,False,torch.float16,torch.float16,False,False
531,8192,1024,False,torch.float16,torch.float16,False,False
532,8192,1024,False,torch.float16,torch.float16,False,False
533,8192,1024,False,torch.float16,torch.float16,False,False
534,8192,1024,False,torch.float16,torch.float16,False,False
535,8192,1024,False,torch.float16,torch.float16,False,False
536,8192,1024,False,torch.float16,torch.float16,False,False
537,8192,1024,False,torch.float16,torch.float16,False,False
538,8192,1024,False,torch.float16,torch.float16,False,False
539,8192,1024,False,torch.float16,torch.float16,False,False
541,8192,1024,False,torch.float16,torch.float16,False,False
542,8192,1024,False,torch.float16,torch.float16,False,False
543,8192,1024,False,torch.float16,torch.float16,False,False
545,8192,1024,False,torch.float16,torch.float16,False,False
546,8192,1024,False,torch.float16,torch.float16,False,False
547,8192,1024,False,torch.float16,torch.float16,False,False
548,8192,1024,False,torch.float16,torch.float16,False,False
549,8192,1024,False,torch.float16,torch.float16,False,False
550,8192,1024,False,torch.float16,torch.float16,False,False
551,8192,1024,False,torch.float16,torch.float16,False,False
552,8192,1024,False,torch.float16,torch.float16,False,False
555,8192,1024,False,torch.float16,torch.float16,False,False
556,8192,1024,False,torch.float16,torch.float16,False,False
557,8192,1024,False,torch.float16,torch.float16,False,False
558,8192,1024,False,torch.float16,torch.float16,False,False
559,8192,1024,False,torch.float16,torch.float16,False,False
560,8192,1024,False,torch.float16,torch.float16,False,False
562,8192,1024,False,torch.float16,torch.float16,False,False
563,8192,1024,False,torch.float16,torch.float16,False,False
565,8192,1024,False,torch.float16,torch.float16,False,False
567,8192,1024,False,torch.float16,torch.float16,False,False
568,8192,1024,False,torch.float16,torch.float16,False,False
569,8192,1024,False,torch.float16,torch.float16,False,False
571,8192,1024,False,torch.float16,torch.float16,False,False
572,8192,1024,False,torch.float16,torch.float16,False,False
573,8192,1024,False,torch.float16,torch.float16,False,False
574,8192,1024,False,torch.float16,torch.float16,False,False
575,8192,1024,False,torch.float16,torch.float16,False,False
577,8192,1024,False,torch.float16,torch.float16,False,False
578,8192,1024,False,torch.float16,torch.float16,False,False
579,8192,1024,False,torch.float16,torch.float16,False,False
580,8192,1024,False,torch.float16,torch.float16,False,False
581,8192,1024,False,torch.float16,torch.float16,False,False
582,8192,1024,False,torch.float16,torch.float16,False,False
583,8192,1024,False,torch.float16,torch.float16,False,False
584,8192,1024,False,torch.float16,torch.float16,False,False
587,8192,1024,False,torch.float16,torch.float16,False,False
588,8192,1024,False,torch.float16,torch.float16,False,False
591,8192,1024,False,torch.float16,torch.float16,False,False
595,8192,1024,False,torch.float16,torch.float16,False,False
597,8192,1024,False,torch.float16,torch.float16,False,False
598,8192,1024,False,torch.float16,torch.float16,False,False
599,8192,1024,False,torch.float16,torch.float16,False,False
600,8192,1024,False,torch.float16,torch.float16,False,False
602,8192,1024,False,torch.float16,torch.float16,False,False
603,8192,1024,False,torch.float16,torch.float16,False,False
604,8192,1024,False,torch.float16,torch.float16,False,False
605,8192,1024,False,torch.float16,torch.float16,False,False
607,8192,1024,False,torch.float16,torch.float16,False,False
608,8192,1024,False,torch.float16,torch.float16,False,False
609,8192,1024,False,torch.float16,torch.float16,False,False
610,8192,1024,False,torch.float16,torch.float16,False,False
611,8192,1024,False,torch.float16,torch.float16,False,False
612,8192,1024,False,torch.float16,torch.float16,False,False
613,8192,1024,False,torch.float16,torch.float16,False,False
614,8192,1024,False,torch.float16,torch.float16,False,False
616,8192,1024,False,torch.float16,torch.float16,False,False
617,8192,1024,False,torch.float16,torch.float16,False,False
619,8192,1024,False,torch.float16,torch.float16,False,False
620,8192,1024,False,torch.float16,torch.float16,False,False
622,8192,1024,False,torch.float16,torch.float16,False,False
623,8192,1024,False,torch.float16,torch.float16,False,False
625,8192,1024,False,torch.float16,torch.float16,False,False
627,8192,1024,False,torch.float16,torch.float16,False,False
629,8192,1024,False,torch.float16,torch.float16,False,False
631,8192,1024,False,torch.float16,torch.float16,False,False
632,8192,1024,False,torch.float16,torch.float16,False,False
637,8192,1024,False,torch.float16,torch.float16,False,False
641,8192,1024,False,torch.float16,torch.float16,False,False
642,8192,1024,False,torch.float16,torch.float16,False,False
644,8192,1024,False,torch.float16,torch.float16,False,False
647,8192,1024,False,torch.float16,torch.float16,False,False
653,8192,1024,False,torch.float16,torch.float16,False,False
655,8192,1024,False,torch.float16,torch.float16,False,False
658,8192,1024,False,torch.float16,torch.float16,False,False
662,8192,1024,False,torch.float16,torch.float16,False,False
669,8192,1024,False,torch.float16,torch.float16,False,False
675,8192,1024,False,torch.float16,torch.float16,False,False
683,8192,1024,False,torch.float16,torch.float16,False,False
685,8192,1024,False,torch.float16,torch.float16,False,False
686,8192,1024,False,torch.float16,torch.float16,False,False
688,8192,1024,False,torch.float16,torch.float16,False,False
690,8192,1024,False,torch.float16,torch.float16,False,False
691,8192,1024,False,torch.float16,torch.float16,False,False
699,8192,1024,False,torch.float16,torch.float16,False,False
702,8192,1024,False,torch.float16,torch.float16,False,False
708,8192,1024,False,torch.float16,torch.float16,False,False
716,8192,1024,False,torch.float16,torch.float16,False,False
717,8192,1024,False,torch.float16,torch.float16,False,False
718,8192,1024,False,torch.float16,torch.float16,False,False
727,8192,1024,False,torch.float16,torch.float16,False,False
732,8192,1024,False,torch.float16,torch.float16,False,False
735,8192,1024,False,torch.float16,torch.float16,False,False
741,8192,1024,False,torch.float16,torch.float16,False,False
754,8192,1024,False,torch.float16,torch.float16,False,False
771,8192,1024,False,torch.float16,torch.float16,False,False
786,8192,1024,False,torch.float16,torch.float16,False,False
792,8192,1024,False,torch.float16,torch.float16,False,False
793,8192,1024,False,torch.float16,torch.float16,False,False
820,8192,1024,False,torch.float16,torch.float16,False,False
842,8192,1024,False,torch.float16,torch.float16,False,False
852,8192,1024,False,torch.float16,torch.float16,False,False
877,8192,1024,False,torch.float16,torch.float16,False,False
887,8192,1024,False,torch.float16,torch.float16,False,False
962,8192,1024,False,torch.float16,torch.float16,False,False
1002,8192,1024,False,torch.float16,torch.float16,False,False
1021,8192,1024,False,torch.float16,torch.float16,False,False
1035,8192,1024,False,torch.float16,torch.float16,False,False
1059,8192,1024,False,torch.float16,torch.float16,False,False
1110,8192,1024,False,torch.float16,torch.float16,False,False
513,8192,3584,False,torch.float16,torch.float16,False,False
514,8192,3584,False,torch.float16,torch.float16,False,False
515,8192,3584,False,torch.float16,torch.float16,False,False
516,8192,3584,False,torch.float16,torch.float16,False,False
517,8192,3584,False,torch.float16,torch.float16,False,False
518,8192,3584,False,torch.float16,torch.float16,False,False
519,8192,3584,False,torch.float16,torch.float16,False,False
521,8192,3584,False,torch.float16,torch.float16,False,False
522,8192,3584,False,torch.float16,torch.float16,False,False
523,8192,3584,False,torch.float16,torch.float16,False,False
524,8192,3584,False,torch.float16,torch.float16,False,False
525,8192,3584,False,torch.float16,torch.float16,False,False
526,8192,3584,False,torch.float16,torch.float16,False,False
527,8192,3584,False,torch.float16,torch.float16,False,False
528,8192,3584,False,torch.float16,torch.float16,False,False
529,8192,3584,False,torch.float16,torch.float16,False,False
530,8192,3584,False,torch.float16,torch.float16,False,False
531,8192,3584,False,torch.float16,torch.float16,False,False
532,8192,3584,False,torch.float16,torch.float16,False,False
533,8192,3584,False,torch.float16,torch.float16,False,False
534,8192,3584,False,torch.float16,torch.float16,False,False
535,8192,3584,False,torch.float16,torch.float16,False,False
536,8192,3584,False,torch.float16,torch.float16,False,False
537,8192,3584,False,torch.float16,torch.float16,False,False
538,8192,3584,False,torch.float16,torch.float16,False,False
539,8192,3584,False,torch.float16,torch.float16,False,False
541,8192,3584,False,torch.float16,torch.float16,False,False
542,8192,3584,False,torch.float16,torch.float16,False,False
543,8192,3584,False,torch.float16,torch.float16,False,False
545,8192,3584,False,torch.float16,torch.float16,False,False
546,8192,3584,False,torch.float16,torch.float16,False,False
547,8192,3584,False,torch.float16,torch.float16,False,False
548,8192,3584,False,torch.float16,torch.float16,False,False
549,8192,3584,False,torch.float16,torch.float16,False,False
550,8192,3584,False,torch.float16,torch.float16,False,False
551,8192,3584,False,torch.float16,torch.float16,False,False
552,8192,3584,False,torch.float16,torch.float16,False,False
555,8192,3584,False,torch.float16,torch.float16,False,False
556,8192,3584,False,torch.float16,torch.float16,False,False
557,8192,3584,False,torch.float16,torch.float16,False,False
558,8192,3584,False,torch.float16,torch.float16,False,False
559,8192,3584,False,torch.float16,torch.float16,False,False
560,8192,3584,False,torch.float16,torch.float16,False,False
562,8192,3584,False,torch.float16,torch.float16,False,False
563,8192,3584,False,torch.float16,torch.float16,False,False
565,8192,3584,False,torch.float16,torch.float16,False,False
567,8192,3584,False,torch.float16,torch.float16,False,False
568,8192,3584,False,torch.float16,torch.float16,False,False
569,8192,3584,False,torch.float16,torch.float16,False,False
